"row ID","UniSMILES","pIC50","SD","hERG_class"
"Row1540","CN1CCC(COCc2cc(cc(n2)N2CCC(C2)C#N)C(F)(F)F)(CC1)c1ccc(F)cc1",5.08,0.0,"active"
"Row1541","CN1CCC(COCc2cc(cc(n2)N2CCC(CC2)C#N)C(F)(F)F)(CC1)c1ccc(F)cc1",5.11,0.0,"active"
"Row1542","CN1CCC(COCc2cc(cc(n2)N2CCC3CC23)C(F)(F)F)(CC1)c1ccc(F)cc1",4.92,0.0,"inactive"
"Row1543","CN1CCC(COCc2cc(cc(n2)N2CCCC2)C(F)(F)F)(CC1)c1ccccc1",5.13,0.0,"active"
"Row1544","CN1CCC(COCc2cc(ccn2)C(F)(F)F)(CC1)c1ccc(F)cc1",4.54,0.0,"inactive"
"Row1545","CN1CCC(COCc2cncc(Br)c2)(CC1)c1ccccc1",4.89,0.0,"inactive"
"Row1546","CN1CCC(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3ccccc3)c2)CC1",5.68,0.0,"active"
"Row1547","CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O",6.999999999999999,0.0,"active"
"Row1548","CN1CCCC(CN2CCN(CC2)C(=O)Nc2ccc(Cl)c(Cl)c2)C1",5.8,0.0,"active"
"Row1549","CN1CCCC1CCc1nc2cc(C)c(C)cc2n1Cc1ccc(Cl)cc1",6.58,0.0,"active"
"Row1550","CN1CCCC1COc1ccc(cc1)-n1ccc(OCc2ccccc2)cc1=O",8.03,0.0,"active"
"Row1551","CN1CCCC1\C=C\c1nc2cc(C)c(C)cc2n1Cc1ccc(Cl)cc1",6.01,0.0,"active"
"Row1552","CN1CCCCC(C1)c1ccc(Cl)c(Cl)c1",5.0,0.0,"active"
"Row1553","CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)[S+](C)[O-]",6.456666666666667,0.09647106647419558,"active"
"Row1554","CN1CCCCC1COc1ccc(cc1)-n1ccc(OCc2ccccc2)cc1=O",8.24,0.0,"active"
"Row1555","CN1CCCN(CC(=O)Nc2cc(nc(n2)-c2ccc(C)o2)-n2nc(C)cc2C)CC1",6.54,0.0,"active"
"Row1556","CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1",6.4,0.0,"active"
"Row1557","CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O",6.7,0.0,"active"
"Row1558","CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cccnc2c1=O",5.6,0.0,"active"
"Row1559","CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccncc2c1=O",5.9,0.0,"active"
"Row1560","CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cnccc2c1=O",5.6,0.0,"active"
"Row1561","CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O",6.8,0.0,"active"
"Row1562","CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2nccnc2c1=O",5.9,0.0,"active"
"Row1563","CN1CCC[C@H](C1)c1nc2ccccc2n1Cc1ccc(F)cc1",6.14,0.0,"active"
"Row1564","CN1CCC[C@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc12",5.33,0.0,"active"
"Row1565","CN1CCCc2cc(NC(=O)c3ccc(o3)-c3ccc(Cl)cc3)ccc12",5.28,0.0,"active"
"Row1566","CN1CCN(C(C1)c1ccccc1)C(=O)NC1CCN(Cc2ccn(c2)-c2ccc(cc2)C(F)(F)F)CC1",5.33,0.0,"active"
"Row1567","CN1CCN(C)C(C1)C(=O)N1CCN(CC1)C(=O)Nc1ccc(Cl)c(Cl)c1",4.89,0.0,"inactive"
"Row1568","CN1CCN(C)c2nc(CNC34CCC(C[C@]5(O)Cn6c7c5c(F)cnc7ccc6=O)(CC3)OC4)ccc12",4.51,0.0,"inactive"
"Row1569","CN1CCN(CC(=O)Nc2cc(nc(n2)-c2ccc(C)o2)-n2nc(C)cc2C)CC1",6.02,0.0,"active"
"Row1570","CN1CCN(CC1)C(=O)c1ccc(cc1)-c1cnc(N)c(c1)-c1ccc(cc1)C(F)(F)F",4.79,0.0,"inactive"
"Row1571","CN1CCN(CC1)C(=O)c1ccc(cc1)-c1cnc(N)c(c1)-c1ccc(nc1)C(F)(F)F",5.09,0.0,"active"
"Row1572","CN1CCN(CC1)C(=O)c1ccc-2c(Cc3c(n[nH]c-23)-c2csc(c2)C#CCOc2ccccc2)c1",5.76,0.0,"active"
"Row1573","CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12",6.1466666666666665,0.6041272191928616,"active"
"Row1574","CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12",6.3966666666666665,0.8999444427296643,"active"
"Row1575","CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(CO)cc12",4.94,0.0,"inactive"
"Row1576","CN1CCN(CC1)c1cc(Cl)c2nc(Nc3ccc(Br)cn3)[nH]c2c1",5.14,0.0,"active"
"Row1577","CN1CCN(CC1)c1cc(cc(COCC2(CCNCC2)c2ccccc2)n1)C(F)(F)F",4.8,0.0,"inactive"
"Row1578","CN1CCN(CC1)c1cc2[nH]c(Nc3cc(C4CC4)c(F)c(C)n3)nc2cn1",5.06,0.0,"active"
"Row1579","CN1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c3cc[nH]c3n2)cc1",6.0,0.0,"active"
"Row1580","CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Cl)cnc2[nH]1",5.64,0.0,"active"
"Row1581","CN1CCN(CC1)c1ccc(cc1)-c1nc2ncc(Br)c(N3CCN(Cc4cc(C)on4)CC3)c2[nH]1",5.52,0.0,"active"
"Row1582","CN1CCN(CC1)c1ccc-2c(Cc3c(n[nH]c-23)-c2csc(c2)C#CCOc2ccccc2)c1",5.76,0.0,"active"
"Row1583","CN1CCN(CC1)c1ccc2nc(-c3ccc(CN4CCC(CC4)c4nnc([nH]4)-c4ccccn4)cc3)c(nc2n1)-c1ccccc1",5.67,0.0,"active"
"Row1584","CN1CCN(CC1)c1ccc2nc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccc(N)nc2)cc1",5.33,0.0,"active"
"Row1585","CN1CCN(CC1)c1ccc2nc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1",5.04,0.0,"active"
"Row1586","CN1CCN(CC1)c1ccc2nc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ncccn2)cc1",5.08,0.0,"active"
"Row1587","CN1CCN(CC1)c1ccc2nc(N)n(CC(O)c3ccc(cc3Cl)C(F)(F)F)c2n1",4.91,0.0,"inactive"
"Row1588","CN1CCN(CC1)c1ccc2nc(Nc3ccc(Br)cn3)[nH]c2c1",5.46,0.0,"active"
"Row1589","CN1CCN(CC1)c1ccc2nc(Nc3ccc(C)cn3)[nH]c2c1",4.9,0.0,"inactive"
"Row1590","CN1CCN(CC1)c1cccc(c1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Cl)cnc2[nH]1",5.02,0.0,"active"
"Row1591","CN1CCN(CC1)c1cccc(n1)-c1cc(NC(C)=O)nc(n1)-n1nc(C)cc1C",6.27,0.0,"active"
"Row1592","CN1CCN(CC1)c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(OC(F)(F)F)cc1",5.1,0.0,"active"
"Row1593","CN1CCN(CC1)c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(OCC(F)(F)F)nc1",5.1,0.0,"active"
"Row1594","CN1CCN(CC1)c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(OCCC(F)(F)F)nc1",4.9,0.0,"inactive"
"Row1595","CN1CCN(CC1)c1cccc2OC[C@H](Cc12)NC(=O)c1nn(nc1C)-c1ccc(C)cc1C",5.0,0.0,"active"
"Row1596","CN1CCN(CC1)c1cccc2OC[C@H](Cc12)NC(=O)c1nn(nc1C)-c1ccccc1",5.1,0.0,"active"
"Row1597","CN1CCN(CC1)c1ccccc1CNC(=O)c1ccc(F)c(NC(=O)c2cnc3cc(ccn23)-c2ccnn2C)c1",5.4,0.0,"active"
"Row1598","CN1CCN(CC1)c1cnc2cc(cc(NCc3ccc4cccnc4c3)c2c1)C(F)(F)F",4.12,0.0,"inactive"
"Row1599","CN1CCN(CC1)c1cnc2cc(cc(NCc3cccc(c3)C#N)c2c1)C(F)(F)F",6.76,0.0,"active"
"Row1600","CN1CCN(CC1)c1cnc2cc(cc(NCc3cccc(c3)C(C)=O)c2c1)C(F)(F)F",4.03,0.0,"inactive"
"Row1601","CN1CCN(CC1)c1cnc2cc(cc(NCc3cccc(c3)[N+]([O-])=O)c2c1)C(F)(F)F",7.31,0.0,"active"
"Row1602","CN1CCN(CC1)c1cnc2cc(cc(NCc3cccc4nonc34)c2c1)C(F)(F)F",6.97,0.0,"active"
"Row1603","CN1CCN(CC1)c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1",5.52,0.0,"active"
"Row1604","CN1CCN(CC1)c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Cl)cnc2[nH]1",5.64,0.0,"active"
"Row1605","CN1CCN(CC1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2cc[n+]([O-])cc2)cc1",5.01,0.0,"active"
"Row1606","CN1CCN(CC1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccc(N)nc2)cc1",5.21,0.0,"active"
"Row1607","CN1CCN(CC1)c1ncnc2n(c(nc12)-c1ccc(Cl)cc1Cl)-c1ccc(Cl)cc1",6.46,0.0,"active"
"Row1608","CN1CCN(CC1)c1ncnc2n(c(nc12)-c1ccccc1Cl)-c1ccc(Cl)cc1",6.2,0.0,"active"
"Row1609","CN1CCN(CCC(=O)Nc2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C)CC1",4.72,0.0,"inactive"
"Row1610","CN1CCN(CCCCN2C(=O)CN(\N=C\c3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1",6.1187499999999995,0.22825033249854942,"active"
"Row1611","CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@H]23)c2ccc(cc2)C#N)C(=O)Nc2ccc(F)c(c2)C(F)(F)F)CC1",7.28,0.0,"active"
"Row1612","CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@H]23)c2ccc3c(N)noc3c2)C(=O)Nc2ccc(F)c(c2)C(F)(F)F)CC1",6.16,0.0,"active"
"Row1613","CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1",5.73,0.0,"active"
"Row1614","CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1",5.21,0.0,"active"
"Row1615","CN1CCN(CCCNc2nnc(o2)-c2ccc(NC(=O)c3ccccc3F)cc2)CC1",4.2,0.0,"inactive"
"Row1616","CN1CCN(CCC[C@]2([C@@H]3COc4ccc(F)cc4N3N=C2C(C)=O)c2ccccc2)CCC1=O",5.02,0.0,"active"
"Row1617","CN1CCN(CCN2CCN(C2=O)c2cccc(Cl)c2)CC1",5.4,0.0,"active"
"Row1618","CN1CCN(CCOc2cc(C)n(n2)-c2ccc(Cl)c(Cl)c2)CC1",5.13,0.0,"active"
"Row1619","CN1CCN(CCc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3ccccc3)c2)CC1",5.23,0.0,"active"
"Row1620","CN1CCN(Cc2ccc(cc2)-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)CC1",4.68,0.0,"inactive"
"Row1621","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCCOc3ccccc3)c2)CC1",6.35,0.0,"active"
"Row1622","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCCc3ccccc3)c2)CC1",5.32,0.0,"active"
"Row1623","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCNC(=O)Nc3ccccc3)c2)CC1",5.1,0.0,"active"
"Row1624","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCNC(=O)Oc3ccccc3)c2)CC1",5.56,0.0,"active"
"Row1625","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCNC(=O)c3ccccc3)c2)CC1",5.13,0.0,"active"
"Row1626","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCNS(=O)(=O)c3ccccc3)c2)CC1",5.31,0.0,"active"
"Row1627","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCNc3ccccc3)c2)CC1",5.76,0.0,"active"
"Row1628","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3ccc(C)c(C)c3)c2)CC1",5.6,0.0,"active"
"Row1629","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3ccc(CN4CCOCC4)cc3)c2)CC1",5.59,0.0,"active"
"Row1630","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3ccc(Cl)cc3)c2)CC1",5.45,0.0,"active"
"Row1631","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3cccc(Cl)c3)c2)CC1",5.59,0.0,"active"
"Row1632","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3ccccc3)c2)C(=O)C1",4.28,0.0,"inactive"
"Row1633","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3ccccc3Cl)c2)CC1",6.1,0.0,"active"
"Row1634","CN1CCN(Cc2ccc-3c(Cc4c(n[nH]c-34)-c3csc(c3)C#CCOc3cccnc3)c2)CC1",5.47,0.0,"active"
"Row1635","CN1CCN(Cc2ccc3cc(ccc3n2)-n2cnc3cc(sc3c2=O)-c2ccc(Cl)cc2)CC1",4.66,0.0,"inactive"
"Row1636","CN1CCN(Cc2ccc3nc(Nc4ccc(cn4)C(F)(F)F)[nH]c3c2)CC1",4.67,0.0,"inactive"
"Row1637","CN1CCN=C1Cn1ncc2cc(ccc12)-n1ccc(OCc2ccccc2)cc1=O",5.48,0.0,"active"
"Row1638","CN1CCN[C@H](C1)C(=O)N1CCN(CC1)C(=O)Nc1ccc(Cl)c(Cl)c1",4.7,0.0,"inactive"
"Row1639","CN1CC[C@@H](C1)N(Cc1ccccc1C(F)(F)F)c1ccc(C#N)c(Cl)c1",6.11,0.0,"active"
"Row1640","CN1CC[C@H](C1)N(Cc1ccccc1C(F)(F)F)c1ccc(C#N)c(Cl)c1",6.11,0.0,"active"
"Row1641","CN1CCc2cccc-3c2C1Cc1ccc(O)c(O)c-31",5.62,0.0,"active"
"Row1642","CN1CCc2cncn2Cc2ccc(C#N)c(Oc3ccc4cccc(N5CC[C@@H]1C5=O)c4c3)c2",6.75,0.0,"active"
"Row1643","CN1CCc2cncn2Cc2ccc(C#N)c(Oc3ccc4cccc(N5CC[C@H]1C5=O)c4c3)c2",5.31,0.0,"active"
"Row1644","CN1C[C@@H]([C@H](C1)c1ccc(\C=C\C(=O)Nc2ccccc2N)cc1)C(=O)Nc1ccc(Cl)cc1",5.0,0.0,"active"
"Row1645","CN1C[C@@H]([C@H](C1)c1ccc(\C=C\C(=O)Nc2ccccc2N)cc1F)C(=O)Nc1ccc(Cl)cc1",5.16,0.0,"active"
"Row1646","CN1C[C@@H]2CCCC[C@@]2(C1)c1ccc(Cl)c(Cl)c1",5.63,0.0,"active"
"Row1647","CN1C[C@@H]2CCC[C@@]2(C1)c1ccc(Cl)c(Cl)c1",5.25,0.0,"active"
"Row1648","CN1C[C@@H]2C[C@@H](C[C@@H]2C1)N(Cc1ccc(F)c(c1)C(F)(F)F)C(=O)c1cn(C)cn1",5.76,0.0,"active"
"Row1649","CN1C[C@H](CC1=O)N(Cc1ccccc1F)c1ccc(C#N)c(Cl)c1",5.19,0.0,"active"
"Row1650","CN1C[C@H]([C@@H](C1)c1ccc(\C=C\C(=O)Nc2ccccc2N)cc1)C(=O)Nc1ccc(Cl)cc1",5.3,0.0,"active"
"Row1651","CN1C[C@H](c2ccc3sccc3c2)c2ccc(cc2C1)N1CCOCC1",6.0,0.0,"active"
"Row1652","CN1C[C@H]2CCCC[C@]2(C1)c1ccc(Cl)c(Cl)c1",5.38,0.0,"active"
"Row1653","CN1C[C@H]2CCC[C@]2(C1)c1ccc(Cl)c(Cl)c1",5.26,0.0,"active"
"Row1654","CN1C[C@H]2[C@H](CN(Cc3ccc(F)c(Cl)c3)C(=O)c3cn(C)cn3)[C@H]2C1",5.07,0.0,"active"
"Row1655","CN1C[C@H]2[C@H](CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)[C@H]2C1",5.42,0.0,"active"
"Row1656","CN1Cc2cc3CCN(CCCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc2C1=O",4.5,0.0,"inactive"
"Row1657","CN1Cc2cccc(Oc3ncccc3NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2C1C(C)(C)C",5.14,0.0,"active"
"Row1658","CN1Cc2ccccc2[C@@H](N=C1CCc1ccc(NS(C)(=O)=O)cc1)c1ccc(F)cc1F",4.07,0.0,"inactive"
"Row1659","CN1Cc2ccccc2[C@@H](N=C1OCc1ccc(NS(C)(=O)=O)cc1)c1ccccc1",4.54,0.0,"inactive"
"Row1660","CN1Cc2ccccc2[C@H](N=C1CCc1ccc(NS(C)(=O)=O)cc1)c1ccc(F)cc1F",4.42,0.0,"inactive"
"Row1661","CN1Cc2ccccc2[C@H](N=C1CCc1ccccc1)c1ccccc1",7.05,0.0,"active"
"Row1662","CN1Cc2ccccc2[C@H](N=C1OCc1ccc(NS(C)(=O)=O)cc1)c1ccccc1",4.42,0.0,"inactive"
"Row1663","CN1Cc2cncn2Cc2ccc(C#N)c(Oc3ccc4CC[C@@H](N5CC[C@@H]1C5=O)c4c3)c2",5.58,0.0,"active"
"Row1664","CN1Cc2cncn2Cc2ccc(C#N)c(Oc3ccc4cccc(N5CC[C@H]1C5=O)c4c3)c2",5.36,0.0,"active"
"Row1665","CN1Cc2nnc(C3CCN(CC3)c3ccccn3)n2-c2ccc(Cl)cc2C1",4.75,0.0,"inactive"
"Row1666","CN1[C@@H](C[C@H](CN2CCCCC2)C1=O)C#Cc1ccccc1",5.16,0.0,"active"
"Row1667","CN1[C@H](CN(Cc2ccc(Cl)cc2)S(=O)(=O)c2cccc(c2)C#N)CCC1=O",4.52,0.0,"inactive"
"Row1668","CN1[C@H]2CCC[C@@H]1C[C@H](C2)NC(=O)c1cccc2oc(nc12)C1CC1",6.7,0.0,"active"
"Row1669","CN1[C@H]2CCC[C@@H]1C[C@H](C2)NC(=O)c1cccc2oc(nc12)N1CCOCC1",5.85,0.0,"active"
"Row1670","CN1c2ccccc2C(=N[C@@H](NC(=O)C(N)Cc2ccccc2)C1=O)c1ccccc1",5.06,0.0,"active"
"Row1671","CN1c2ccccc2C(=N[C@@H](NC(=O)CCC2CCCCC2)C1=O)c1ccccc1",6.0,0.0,"active"
"Row1672","CN1c2ccccc2C(=N[C@@H](NC(=O)Nc2cccc(C)c2)C1=O)c1ccccc1",5.3,0.0,"active"
"Row1673","CN1c2ccccc2C(=N[C@@H](NC(=O)\C=C\c2ccc(Cl)cc2Cl)C1=O)c1ccccc1",5.82,0.0,"active"
"Row1674","CN1c2ccccc2C(=N[C@H](NC(=O)Nc2cccc(C)c2)C1=O)c1ccccc1",5.0,0.0,"active"
"Row1675","CN1c2nc(-c3ccc(Cl)cc3Cl)c(cc2C(CC1(C)C)C(=O)NCO)-c1ccc(Cl)cc1",7.4,0.0,"active"
"Row1676","CN=[S+](C)([O-])c1ccc(Nc2ncc(c(N[C@@H]3CCC[C@H]3N(C)C)n2)C(F)(F)F)cc1",4.69,0.0,"inactive"
"Row1677","CNC(=O)CN1CCC(CC1)n1nc(C)c(Nc2ncc(Cl)c(n2)-c2cnn3ccccc23)c1C",4.92,0.0,"inactive"
"Row1678","CNC(=O)N(Cc1ccsc1)C1CCN(CC1)[C@H](C)CCNC(=O)c1c(C)cc(Cl)nc1C",5.8,0.0,"active"
"Row1679","CNC(=O)N1CCC(CC1)C1N[C@H](Cc2c1[nH]c1ccccc21)c1nc(c[nH]1)-c1ccccc1",6.62,0.0,"active"
"Row1680","CNC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(Cc3cc(Cl)ccc3O2)CC1",5.34,0.0,"active"
"Row1681","CNC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(Cc3cc(F)ccc3O2)CC1",4.88,0.0,"inactive"
"Row1682","CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12",4.5,0.0,"inactive"
"Row1683","CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n1cnc2c(NC)nc(nc12)C#Cc1ccc(Cl)s1",4.89,0.0,"inactive"
"Row1684","CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n1cnc2c(NC)nc(nc12)C#Cc1ccc(F)c(F)c1",4.57,0.0,"inactive"
"Row1685","CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n1cnc2c(NC)nc(nc12)C#Cc1cccs1",4.94,0.0,"inactive"
"Row1686","CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n1cnc2c(NCc3cccc(Cl)c3)nc(nc12)C#Cc1ccc(F)c(F)c1",4.91,0.0,"inactive"
"Row1687","CNC(=O)c1c(NCC2CCC3(CC2)OCCO3)nc(nc1OCC1CCN(C)CC1)C#N",5.24,0.0,"active"
"Row1688","CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OC1CC(C)(C)NC(C)(C)C1)C#N",5.3,0.0,"active"
"Row1689","CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC1CCN(C)CC1)C#N",6.15,0.0,"active"
"Row1690","CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC1CCN(CC1)C(C)C)C#N",6.27,0.0,"active"
"Row1691","CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC1CCN(CCO)CC1)C#N",6.05,0.0,"active"
"Row1692","CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC1CCNCC1)C#N",5.63,0.0,"active"
"Row1693","CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCCC1CCN(C)CC1)C#N",6.38,0.0,"active"
"Row1694","CNC(=O)c1c(NCC2CCC3(CCCC3)CC2)nc(nc1OCC1CCN(C)CC1)C#N",5.84,0.0,"active"
"Row1695","CNC(=O)c1c(NCCC2CCCC2)nc(nc1OCC1CCN(C)CC1)C#N",6.44,0.0,"active"
"Row1696","CNC(=O)c1cc(OCCCCN2CCC(CC2)c2noc3cc(F)ccc23)ccc1F",6.0,0.0,"active"
"Row1697","CNC(=O)c1cc(Oc2ccc3nc(NC(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)sc3c2)ccn1",4.32,0.0,"inactive"
"Row1698","CNC(=O)c1cc(ccc1OC(F)F)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C",4.62,0.0,"inactive"
"Row1699","CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1",5.68,0.0,"active"
"Row1700","CNC(=O)c1ccc(Nc2ncc(F)c(n2)-c2cnc(C)n2C(C)C)cc1",4.92,0.0,"inactive"
"Row1701","CNC(=O)c1ccc(Nc2ncc(F)c(n2)-c2cnc(C)n2C(C)C)cc1F",4.72,0.0,"inactive"
"Row1702","CNC(=O)c1ccc(Nc2nccc(n2)-c2cnc(C)n2C(C)C)cc1F",4.8,0.0,"inactive"
"Row1703","CNC(=O)c1ccc(c(F)c1)-c1ccc2C(=O)N(CCN3CCCC3)CCc2c1",5.43,0.0,"active"
"Row1704","CNC(=O)c1ccc(c(N)n1)-c1cc(Cl)cc(Cl)c1Cl",4.52,0.0,"inactive"
"Row1705","CNC(=O)c1ccc(cc1)-c1ccc(cc1)N1C(=O)N(c2cc(OC)ncn2)C2(CCN(Cc3ncccc3C)CC2)C1=O",5.07,0.0,"active"
"Row1706","CNC(=O)c1ccc(cc1)-c1ccc2C(=O)N(CCN3CCCC3)CCc2c1",4.54,0.0,"inactive"
"Row1707","CNC(=O)c1ccc(cc1)-c1ccc2C(=O)N(CCN3CCC[C@H]3C)CCc2c1",4.77,0.0,"inactive"
"Row1708","CNC(=O)c1ccc(cc1F)-c1cc(F)c2ncc(Cc3ccc4ncccc4c3)n2c1",4.03,0.0,"inactive"
"Row1709","CNC(=O)c1cccc(OCCCCN2CCC(CC2)c2noc3cc(F)ccc23)c1",5.99,0.0,"active"
"Row1710","CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C",4.32,0.0,"inactive"
"Row1711","CNC(=O)c1cccc(c1)C1CCN(CC1)[C@@H]1C[C@H]2OCC[C@]2(C1)C(=O)N1COc2ccc(cc2C1)C(F)(F)F",5.51,0.0,"active"
"Row1712","CNC(=O)c1nc(cnc1N)-c1ccc(Cl)c(c1)S(=O)(=O)Nc1cccc(F)c1F",4.76,0.0,"inactive"
"Row1713","CNC(=O)c1ncn-2c1COc1c(CCN3CCN(CC3)c3cccc4nc(C)ccc34)cccc-21",5.8,0.0,"active"
"Row1714","CNC(C)(C)C(=O)N1CCN(CC1)C(=O)c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F",4.96,0.0,"inactive"
"Row1715","CNC(C)C1(CCCCC1)c1ccc(Cl)c(Cl)c1",4.64,0.0,"inactive"
"Row1716","CNC(C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1",5.57,0.0,"active"
"Row1717","CNC(C)c1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1",5.17,0.0,"active"
"Row1718","CNC(C)c1cc(F)ccc1Oc1ccc(Cl)cc1",5.28,0.0,"active"
"Row1719","CNC(C)c1cc(ccc1Oc1ccc(Cl)c(Cl)c1)C(F)(F)F",5.52,0.0,"active"
"Row1720","CNC(C)c1ccc(Cl)cc1Oc1ccc(C)c(C)c1",5.61,0.0,"active"
"Row1721","CNC(C)c1ccc(Cl)cc1Oc1ccc(C)cc1",5.43,0.0,"active"
"Row1722","CNC(C)c1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1",6.11,0.0,"active"
"Row1723","CNC(C)c1ccccc1Oc1ccc(Cl)c(Cl)c1",5.42,0.0,"active"
"Row1724","CNC1CCCC(C1)c1c[nH]c2ccc(NC(=N)c3cccs3)cc12",4.48,0.0,"inactive"
"Row1725","CNC1CCN(C1)c1ccc(cn1)-n1cnn2cc(cc2c1=O)-c1ccc(Cl)cc1",5.52,0.0,"active"
"Row1726","CNC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc12",5.11,0.0,"active"
