"row ID","UniSMILES","pIC50","SD","hERG_class"
"Row2735","COc1ncc(cc1F)-c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(OCC(F)(F)F)nc1",4.6,0.0,"inactive"
"Row2736","COc1ncc(cn1)-c1c(C)ccc(F)c1CCNC(=O)c1ccc(OCC(F)(F)F)nc1",4.9,0.0,"inactive"
"Row2737","COc1ncc(cn1)-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1",4.65,0.0,"inactive"
"Row2738","COc1ncc(cn1)-c1cccc(C)c1CCNC(=O)c1ccc(OCCC(F)(F)F)nc1",5.2,0.0,"active"
"Row2739","COc1ncc(cn1)-c1cccc(Cl)c1CCNC(=O)c1ccc(OCCC(F)(F)F)nc1",5.4,0.0,"active"
"Row2740","COc1ncc(cn1)-c1cccc(F)c1CCNC(=O)c1ccc(OCCC(F)(F)F)nc1",5.1,0.0,"active"
"Row2741","COc1ncc(cn1)-c1cccc(OC(F)F)c1CCNC(=O)c1ccc(OCCC(F)(F)F)nc1",5.4,0.0,"active"
"Row2742","COc1ncc(cn1)-c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(COCC(F)(F)F)nc1",4.8,0.0,"inactive"
"Row2743","COc1ncc(cn1)-c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(OCC(F)(F)F)nc1",5.1,0.0,"active"
"Row2744","COc1ncc(cn1)-c1cccc2OC[C@H](Cc12)NC(=O)c1ccc(OCCC(F)(F)F)nc1",4.9,0.0,"inactive"
"Row2745","COc1ncc(cn1)-c1ccccc1C(F)(F)CNC(=O)c1ccc(COCC(F)(F)F)nc1",4.7,0.0,"inactive"
"Row2746","COc1ncc(cn1)-c1ccccc1CCNC(=O)c1ccc(OCCC(F)(F)F)nc1",5.0,0.0,"active"
"Row2747","COc1ncc2ncc(=O)n(CCN3CCC(CC3)NCc3cc4OCCOc4cn3)c2n1",4.09,0.0,"inactive"
"Row2748","COc1nccc2c1nc(-c1ccc(OC3CCN(CC3)C3CCC3)cc1)n(C)c2=O",5.0,0.0,"active"
"Row2749","COc1ncccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(cc3)C(F)(F)F)C2)n1C",6.22,0.0,"active"
"Row2750","COc1ncccc1C(=O)N1CC[C@H](NCc2cncn2Cc2ccc(cc2)C#N)C1=O",4.68,0.0,"inactive"
"Row2751","COc1ncccc1[C@@H](C)c1c(CCN(C)C)sc2ccccc12",5.75,0.0,"active"
"Row2752","COc1nccnc1CC1=C(CCN(C)C)Cc2cc(Cl)ccc12",6.64,0.0,"active"
"Row2753","COc1nccnc1CC1=C(CCN(C)C)Cc2ccccc12",5.12,0.0,"active"
"Row2754","COc1nccnc1N1C(=O)N(C(=O)C11CCN(Cc2ncccc2C)CC1)c1ccc(cc1)-c1ccc(cc1C)C(O)=O",5.85,0.0,"active"
"Row2755","COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(C)ccc12",5.42,0.0,"active"
"Row2756","COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc12",5.75,0.0,"active"
"Row2757","COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2ccccc12",5.12,0.0,"active"
"Row2758","COc1nn(cc1Nc1ncc(Cl)c(n1)-c1cnc2ccccn12)C1CCN(CC1)C(C)=O",5.18,0.0,"active"
"Row2759","COc1nn(cc1Nc1ncc(Cl)c(n1)-c1cnn2ccccc12)C1CCN(CC1)C(C)=O",5.0,0.0,"active"
"Row2760","CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1",6.0,0.0,"active"
"Row2761","CS(=O)(=O)Cc1ccc(CN2[C@H]3CC[C@@H]2C[C@H](C3)Oc2cccc(c2)C(N)=O)cc1",8.18,0.0,"active"
"Row2762","CS(=O)(=O)N1CCC(CC1)C1N[C@H](Cc2c1[nH]c1ccccc21)c1nc(c[nH]1)-c1ccccc1",5.46,0.0,"active"
"Row2763","CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1",4.19,0.0,"inactive"
"Row2764","CS(=O)(=O)N1CCN(Cc2ccc3C[C@H](CCc3c2)N2CCN(CCc3ccc(F)cc3)CC2=O)CC1",4.89,0.0,"inactive"
"Row2765","CS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)-c2cccc3[nH]ncc23)CC1",4.0,0.0,"inactive"
"Row2766","CS(=O)(=O)N1Cc2nnc(C3CCN(CC3)c3ccccn3)n2-c2ccc(Cl)cc2C1",4.51,0.0,"inactive"
"Row2767","CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1",4.1,0.0,"inactive"
"Row2768","CS(=O)(=O)N[C@H]1CC[C@H](CC1)N1CC(C1)NC(=O)CNc1n[nH]c2ccc(cc12)C(F)(F)F",4.64,0.0,"inactive"
"Row2769","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccc(F)c(F)c2F)cc1",5.77,0.0,"active"
"Row2770","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2cccc(O)c2)cc1",6.11,0.0,"active"
"Row2771","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2)cc1",6.37,0.0,"active"
"Row2772","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2F)cc1",5.92,0.0,"active"
"Row2773","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2O)cc1",6.08,0.0,"active"
"Row2774","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1",6.14,0.0,"active"
"Row2775","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(F)c2)cc1",5.72,0.0,"active"
"Row2776","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)cc2)cc1",5.86,0.0,"active"
"Row2777","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(F)c(F)c2)cc1",5.79,0.0,"active"
"Row2778","CS(=O)(=O)Nc1ccc(c(F)c1)-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC44CC4)n3)c2c1",5.64,0.0,"active"
"Row2779","CS(=O)(=O)Nc1ccc2OC3(CCN(CC3)C3CCc4cc(ccc4C3)C#N)CC(O)c2c1",7.574999999999999,0.14849242404924717,"active"
"Row2780","CS(=O)(=O)Nc1ccc2OC3(CCN(CC3)[C@@H]3CCc4cc(ccc4C3)C#N)C[C@@H](O)c2c1",6.92,1.0606601717798145,"active"
"Row2781","CS(=O)(=O)Nc1ccc2OC3(CCN(CCc4ccc5nonc5c4)CC3)CC(=O)c2c1",8.1,0.0,"active"
"Row2782","CS(=O)(=O)Nc1ccc2ccc3ncc(cc3c(=O)c2c1)-c1ccccc1",6.54,0.0,"active"
"Row2783","CS(=O)(=O)Nc1ccc2n3C[C@H](N)[C@H](Cc3nc2c1)c1cc(F)c(F)cc1F",5.6,0.0,"active"
"Row2784","CS(=O)(=O)c1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N",5.33,0.0,"active"
"Row2785","CS(=O)(=O)c1ccc(-c2noc(n2)[C@@H](CC2CC2)[C@H](N)C(=O)N2CC[C@H](F)C2)c(F)c1",4.23,0.0,"inactive"
"Row2786","CS(=O)(=O)c1ccc(-c2noc(n2)[C@@H](CC2CC2)[C@H](N)C(F)=C2CCCC2)c(Cl)c1",5.15,0.0,"active"
"Row2787","CS(=O)(=O)c1ccc(-c2noc(n2)[C@@H](CCO)[C@H](N)C(F)=C2CCCC2)c(Cl)c1",4.33,0.0,"inactive"
"Row2788","CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc(cc3)[N+]([O-])=O)CC2)cc1",6.82,0.0,"active"
"Row2789","CS(=O)(=O)c1ccc(OCC(F)(F)F)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1F)C#N",5.7,0.0,"active"
"Row2790","CS(=O)(=O)c1ccc(OCC2CC2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1F)C#N",6.22,0.0,"active"
"Row2791","CS(=O)(=O)c1ccc(OCC[C@@H]2C[C@@H]2C2CCN(CC2)c2ncc(Cl)cn2)nc1",4.72,0.0,"inactive"
"Row2792","CS(=O)(=O)c1ccc(c(F)c1)-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC44CC4)n3)c2c1",5.7,0.0,"active"
"Row2793","CS(=O)(=O)c1ccc(c(F)c1)-n1cc(Cl)c(OC2CCN(CC2)c2ncc(Cl)cn2)cc1=O",5.85,0.0,"active"
"Row2794","CS(=O)(=O)c1ccc(cc1)-c1cnc(N)c(c1)-c1ccc(nc1)C(F)(F)F",5.33,0.0,"active"
"Row2795","CS(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)-c1ccc(nc1)C(F)(F)F",5.09,0.0,"active"
"Row2796","CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)S(C)(=O)=O",5.32,0.0,"active"
"Row2797","CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1",6.4,0.0,"active"
"Row2798","CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(C)(=O)=O",6.05,0.0,"active"
"Row2799","CS(=O)(=O)c1ccc(cc1)-c1cnn2ccc(cc12)-c1cccc(c1)S(=O)(=O)C1CC1",5.85,0.0,"active"
"Row2800","CS(=O)(=O)c1ccc(cc1)-c1cnn2ccc(nc12)-c1cccc(c1)S(=O)(=O)C1CC1",6.3,0.0,"active"
"Row2801","CS(=O)(=O)c1ccc(cc1)-c1noc(n1)C1CCN(CC1)C(=O)NC1CC1c1ccccc1",5.05,0.0,"active"
"Row2802","CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC1CCCC1)C(=O)Nc1cnc(cn1)[C@H](O)CO",4.16,0.0,"inactive"
"Row2803","CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC1CCCC1)C(=O)Nc1cnccn1",5.14,0.0,"active"
"Row2804","CS(=O)(=O)c1ccc(cc1F)C(CC1CCCC1)C(=O)Nc1nccs1",4.64,0.0,"inactive"
"Row2805","CS(=O)(=O)c1ccc(cn1)-c1cccc(c1)-n1cc(C(=O)NC2CC2)c(=O)c2cccnc12",4.87,0.0,"inactive"
"Row2806","CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc3ccc4OCC(=O)Nc4n3)c2c1",4.29,0.0,"inactive"
"Row2807","CS(=O)(=O)c1ccc2c(c[nH]c(=O)c2c1)C(=O)NC[C@@H](O)CN1CCC(CC1)Oc1ccc(Cl)c(Cl)c1",5.2,0.0,"active"
"Row2808","CS(=O)(=O)c1ccc2n3C[C@H](N)[C@H](Cc3nc2c1)c1cc(F)c(F)cc1F",4.42,0.0,"inactive"
"Row2809","CS(=O)(=O)n1cc2CN(Cc2n1)[C@H]1CO[C@@H]([C@@H](N)C1)c1cc(F)ccc1F",4.41,0.0,"inactive"
"Row2810","CS(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1",6.4,0.0,"active"
"Row2811","CS(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(C)(=O)=O",5.4,0.0,"active"
"Row2812","CS(=O)c1cccc(c1)-c1ccc2ncc(-c3ccc(cc3)S(C)(=O)=O)n2n1",5.4,0.0,"active"
"Row2813","CSc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N",6.34,0.0,"active"
"Row2814","CSc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1-c1cnn(C)c1",5.1,0.0,"active"
"Row2815","CSc1cc(ccc1C#N)-c1ccc(C[C@H](NC(=O)[C@@H]2CCCCN2)C#N)cc1",5.57,0.0,"active"
"Row2816","CSc1ccc(Oc2ccccc2CN(C)C)cc1",5.52,0.0,"active"
"Row2817","CSc1ccc(cc1)-c1cccc(c1)-n1cc(C(=O)NC(C)C)c(=O)c2cccnc12",6.02,0.0,"active"
"Row2818","CSc1ccc(cc1)[C@@H]1N=C(OCc2ccc(NS(C)(=O)=O)cc2)N(C)Cc2ccccc12",4.25,0.0,"inactive"
"Row2819","CSc1ccc(cc1)[C@H]1N=C(OCc2ccc(NS(C)(=O)=O)cc2)N(C)Cc2ccccc12",4.68,0.0,"inactive"
"Row2820","CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1",6.994166666666666,0.5659016672264785,"active"
"Row2821","CSc1ccccc1C(=O)N([C@H]1CCNC1)C1CCCCC1",5.64,0.0,"active"
"Row2822","CSc1nc(-c2cc(OCCN3CCCC3)c(Cl)cc2Cl)c2c(c[nH]c2n1)C#N",5.44,0.0,"active"
"Row2823","CSc1ncc(s1)[C@]1(O)CC[C@@H](CC1)N1CC(C1)NC(=O)CNC(=O)c1cccc(c1)C(F)(F)F",5.22,0.0,"active"
"Row2824","CSc1ncccc1C(=O)N1CC[C@H](NCc2cncn2Cc2ccc(cc2)C#N)C1=O",5.11,0.0,"active"
"Row2825","CSc1nn(-c2ccccc2)c2cc(NC(=O)C3CCNCC3)ccc12",5.09,0.0,"active"
"Row2826","CSc1nn2c3CCCCc3c(C)nc2c1S(=O)(=O)c1ccccc1",5.08,0.0,"active"
"Row2827","C[C@@H](CO)OC[C@H](Oc1ncnc2n(ncc12)-c1ncccc1Cl)C(=O)Nc1ccc(cn1)C#N",4.2,0.0,"inactive"
"Row2828","C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N2CCC2)cc(c1)C(=O)Nc1ccn(C)n1",4.16,0.0,"inactive"
"Row2829","C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N2CCC2)cc(c1)C(=O)Nc1ccn(n1)C(C)C",4.51,0.0,"inactive"
"Row2830","C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N2CCC2)cc(c1)C(=O)Nc1cnc(C)cn1",4.42,0.0,"inactive"
"Row2831","C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N2CCC2)cc(c1)C(=O)Nc1nc(C)ns1",4.96,0.0,"inactive"
"Row2832","C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N2CCC2)cc(c1)C(=O)Nc1nccs1",5.05,0.0,"active"
"Row2833","C[C@@H](COc1ccc(F)cc1[C@@H](C)C(F)(F)F)N1CCn2c(ccc(-n3cnc(C)c3)c2=O)C1=O",5.04,0.0,"active"
"Row2834","C[C@@H](C[C@@H](CS(=O)(=O)N1CCC(CC1)OCc1ccc(Cl)cc1Cl)N(O)C=O)c1ncc(F)cn1",5.3,0.0,"active"
"Row2835","C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(CC1)c1ccc(F)cc1)N(O)C=O)c1ncc(F)cn1",4.58,0.0,"inactive"
"Row2836","C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CC1)OCc1ccc(Cl)cc1Cl)N(O)C=O)c1ncc(F)cn1",5.1,0.0,"active"
"Row2837","C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2c(C)noc2C)CC1)N(O)C=O)c1ncc(F)cn1",4.19,0.0,"inactive"
"Row2838","C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCN(CC1)c1ccc(F)cc1)N(O)C=O)c1ncc(F)cn1",4.68,0.0,"inactive"
"Row2839","C[C@@H](N(C)c1cc(F)cc(F)c1)c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N(C)C",4.72,0.0,"inactive"
"Row2840","C[C@@H](N)C(=O)N1CCN(CC1)c1cnc2cc(cc(NCc3cccc(c3)[N+]([O-])=O)c2c1)C(F)(F)F",5.31,0.0,"active"
"Row2841","C[C@@H](N1CC(C1)c1ncccn1)c1nc2n(ncc2c(=O)[nH]1)C1CCCC1",4.27,0.0,"inactive"
"Row2842","C[C@@H](N1[C@H]2CC[C@@H]1C[C@H](C2)Oc1cccc(c1)C(N)=O)c1ccc(C)nc1",8.52,0.0,"active"
"Row2843","C[C@@H](N1[C@H]2CC[C@@H]1C[C@H](C2)Oc1cccc(c1)C(N)=O)c1ccc(C)s1",8.55,0.0,"active"
"Row2844","C[C@@H](N1[C@H]2CC[C@@H]1C[C@H](C2)Oc1cccc(c1)C(N)=O)c1ccc(Cl)nc1",8.48,0.0,"active"
"Row2845","C[C@@H](N1[C@H]2CC[C@@H]1C[C@H](C2)Oc1cccc(c1)C(N)=O)c1ccccc1",7.89,0.0,"active"
"Row2846","C[C@@H](N1[C@H]2CC[C@@H]1C[C@H](C2)Oc1cccc(c1)C(N)=O)c1ccnc(Cl)c1",7.89,0.0,"active"
"Row2847","C[C@@H](NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1",5.04,0.0,"active"
"Row2848","C[C@@H](NC(=O)c1ccc(o1)-c1ccc(Cl)cc1)C(=O)N1CCN(CCCOc2ccc(cc2)C(=O)C2CC2)CC1",6.1,0.0,"active"
"Row2849","C[C@@H](N[C@@H]1CCCc2c1[nH]c1ccc(Br)cc21)c1ccccc1",5.77,0.0,"active"
"Row2850","C[C@@H](N[C@@H]1CC[C@@H](C(=O)N2CCC(CC2)(C(=O)N2CCCC2)c2ccccc2)C(C)(C)C1)c1ccc(Cl)cc1",5.89,0.0,"active"
"Row2851","C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(cc12)-c1ccc(Cl)cc1",6.92,0.0,"active"
"Row2852","C[C@@H](O)CN(C)C1CCN(CC1)c1ccc(Nc2ncc3c4ccncc4n([C@H]4CC[C@H](C)CC4)c3n2)nn1",6.04,0.0,"active"
"Row2853","C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C",4.75,0.0,"inactive"
"Row2854","C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CCC#N)CC1",4.7,0.0,"inactive"
"Row2855","C[C@@H](Oc1ccc(cc1C(=O)N1CCN(CC1)c1ncc(cc1F)C(F)(F)F)S(C)(=O)=O)C(C)(C)C",4.55,0.0,"inactive"
"Row2856","C[C@@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(O)=O",5.49,0.0,"active"
"Row2857","C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C",4.85,0.0,"inactive"
"Row2858","C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO",4.92,0.0,"inactive"
"Row2859","C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N1CCOCC1",5.0,0.0,"active"
"Row2860","C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)C",5.1,0.0,"active"
"Row2861","C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO",4.92,0.0,"inactive"
"Row2862","C[C@@H](Oc1cccc2ncnc(Nc3ccc4n(Cc5ccccn5)ncc4c3)c12)C(=O)N(C)C",4.6,0.0,"inactive"
"Row2863","C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1nnc(o1)-c1cccc(Cl)c1",4.67,0.0,"inactive"
"Row2864","C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1noc(n1)-c1cccc(Cl)c1",4.94,0.0,"inactive"
"Row2865","C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(CC1)c1ccccc1",5.0,0.0,"active"
"Row2866","C[C@@H]([C@H](N)C(=O)N1CCCC1)c1nc(no1)-c1ccc(Cl)cc1Cl",4.43,0.0,"inactive"
"Row2867","C[C@@H]([C@H](N)C(=O)N1CCCC1)c1nc(no1)-c1ccc(cc1Cl)S(C)(=O)=O",4.43,0.0,"inactive"
"Row2868","C[C@@H](c1c(CCN(C)C)sc2ccccc12)c1cccnc1",6.31,0.0,"active"
"Row2869","C[C@@H](c1c(CCN(C)C)sc2ccccc12)c1cccnc1Cl",5.82,0.0,"active"
"Row2870","C[C@@H](c1c(CCN(C)C)sc2ccccc12)c1cccnc1F",5.64,0.0,"active"
"Row2871","C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12",5.77,0.0,"active"
"Row2872","C[C@@H](c1nc(cs1)-c1ccc(cc1)C#N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F",4.98,0.0,"inactive"
"Row2873","C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F",4.46,0.0,"inactive"
"Row2874","C[C@@H]1CCCN1C(=O)c1ccc(cc1)-c1ccc2C(=O)N(CCN3CCCC3)CCc2c1",4.98,0.0,"inactive"
"Row2875","C[C@@H]1CCCN1CCCOc1ccc(cc1)-c1ccc(=O)[nH]n1",4.86,0.0,"inactive"
"Row2876","C[C@@H]1CCCN1CCCOc1ccc(cc1)-c1ccc(=O)n(C)n1",4.89,0.0,"inactive"
"Row2877","C[C@@H]1CCCN1CCCOc1ccc(cc1)-c1cn[nH]c(=O)c1",5.01,0.01414213562371447,"active"
"Row2878","C[C@@H]1CCCN1CCCOc1ccc(cc1)C1=NNC(=O)C(C)(C)C1",4.7,0.0,"inactive"
"Row2879","C[C@@H]1CCCN1CCCOc1ccc(cc1)N1CCN(CC1=O)C(=O)c1cc(F)cc(F)c1",6.3,0.0,"active"
"Row2880","C[C@@H]1CCCN1CCCOc1ccc(cc1)N1CCN(CC1=O)C(=O)c1ccc(F)cc1",4.7,0.0,"inactive"
"Row2881","C[C@@H]1CCCN1CCCOc1ccc(cc1)N1CCN(CC1=O)C(=O)c1ccc(F)cc1F",5.8,0.0,"active"
"Row2882","C[C@@H]1CCCN1CCN1CCc2cc(ccc2C1=O)-c1ccc(F)cc1",6.52,0.0,"active"
"Row2883","C[C@@H]1CCCN1CCN1CCc2cc(ccc2C1=O)-c1ccc(cc1)C#N",6.85,0.0,"active"
"Row2884","C[C@@H]1CCCN1CCN1CCc2cc(ccc2C1=O)-c1ccc(cc1)C(=O)N1CCCC1",5.02,0.0,"active"
"Row2885","C[C@@H]1CCCN1CCc1cc2cc(ccc2o1)-c1ccc(cc1)C#N",5.8,0.0,"active"
"Row2886","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)CC1CCOCC1",5.51,0.0,"active"
"Row2887","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)CCO",5.11,0.0,"active"
"Row2888","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)N1C(C)COCC1C",5.93,0.0,"active"
"Row2889","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)N1CCC(O)C1",5.16,0.0,"active"
"Row2890","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)N1CCCCC1",5.96,0.0,"active"
"Row2891","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)N1CCOCC1",5.44,0.0,"active"
"Row2892","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)N1CCS(=O)(=O)CC1",5.02,0.0,"active"
"Row2893","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)NC1CCC1",6.12,0.0,"active"
"Row2894","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)NC1CCOCC1",4.89,0.0,"inactive"
"Row2895","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)NCC1CC1",5.59,0.0,"active"
"Row2896","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)NCc1ccccc1",6.24,0.0,"active"
"Row2897","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)NCc1ccncc1",5.09,0.0,"active"
"Row2898","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(=O)(=O)Nc1ccccc1",6.53,0.0,"active"
"Row2899","C[C@@H]1CCCN1CCc1ccc(cc1)-c1ccc(cc1)S(N)(=O)=O",5.11,0.0,"active"
"Row2900","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1c(C)n[nH]c1C",4.4,0.0,"inactive"
"Row2901","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1c(C)nc2ccccn12",5.1,0.0,"active"
"Row2902","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1c(C)onc1-c1ccc(Cl)cc1",5.8,0.0,"active"
"Row2903","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1c(C)onc1-c1ccccc1",5.19,0.0,"active"
"Row2904","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1c(Cl)n(C)nc1-c1ccccc1",5.22,0.0,"active"
"Row2905","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1c(O)ccnc1C(F)(F)F",4.4,0.0,"inactive"
"Row2906","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1c[nH]nc1C",4.75,0.0,"inactive"
"Row2907","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1cc(Br)no1",6.06,0.0,"active"
"Row2908","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1cc(C)nc(n1)-c1ccccc1",6.92,0.0,"active"
"Row2909","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1cc2cccnc2nc1C",4.4,0.0,"inactive"
"Row2910","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(C)nc1",4.58,0.0,"inactive"
"Row2911","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(C)nc1C",4.7,0.0,"inactive"
"Row2912","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(Cl)nc1",5.44,0.0,"active"
"Row2913","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(cc1)-n1ccc(=O)cc1",4.7,0.0,"inactive"
"Row2914","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(cc1)C#N",5.5,0.0,"active"
"Row2915","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(cc1)N1CCCCC1",5.55,0.0,"active"
"Row2916","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(s1)-c1ccc(C)s1",5.7,0.0,"active"
"Row2917","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc(s1)C#N",5.7,0.0,"active"
"Row2918","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc2OCOCc2c1",5.44,0.0,"active"
"Row2919","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccc2nccnc2c1",5.08,0.0,"active"
"Row2920","C[C@@H]1CCCN1CCc1ccc2nc(ccc2c1)-c1ccccn1",4.75,0.0,"inactive"
